,Unnamed: 0,r_index,book_id,authors,original_title,image_url,average_rating,ratings_count,genre,cleaned_desc
5227,5227,5464,30065,"Robert Kirkman, Charlie Adlard, Cliff Rathburn","The Walking Dead, Vol. 5: The Best Defense",https://images.gr-assets.com/books/1345769360l/30065.jpg,4.3,19431,"horror, fiction",rick mounts mission rescue crashed helicopter discovers another group beat him back prison group tries restore electrical power siphoning gas generator abandoned cars parking lot
5228,5228,5466,18053782,Abbi Glines,"Take a Chance (Chance, #1)",https://images.gr-assets.com/books/1396889528l/18053782.jpg,4.15,30690,"romance, contemporary",harlow manning s rocker father goes tour sends rosemary beach florida live half sister nan problem nan despises her harlow keep head wants get next nine months seems easy enough gorgeous grant carter walks nan s room grant made huge mistake getting involved girl venom veins he d known nan s reputation still resist her nothing makes regret fling meeting harlow sends pulse racing yet harlow wants nothing guy could fall wicked half sister even strings grant nan grant desperate redeem harlow s eyes ruin chances even met her
5229,5229,5467,9975779,Daniel Silva,Portrait of a Spy,https://images.gr-assets.com/books/1468408664l/9975779.jpg,4.24,16744,"fiction, mystery",portrait spydaniel silva
5230,5230,5468,501124,Kate Atkinson,One Good Turn,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442945693l/501124._SY475_.jpg,3.79,19384,"mystery, fiction",atkinson s bright voice rings every page sly wry observations move plot swiftly suspense turns pages thriller san francisco chronicle two years events case histories left retired millionaire jackson brodie followed julia occasional girlfriend former client edinburgh famous summer arts festival witnesses man brutally attacked traffic jam apparent victim extreme case road rage chain events set motion pull wife unscrupulous real estate tycoon timid successful crime novelist hardheaded female police detective jackson s orbit suddenly retirement jackson midst several mysteries intersect one giant sinister scheme compelling always entertaining usa today one good turn crackles energy imagination chicago tribune atkinson s tart prose sparkles entertainment weekly entertaining murder mystery sprawling multi character study best post nashville tradition the onion a remarkable feat storytelling bravado washington post
5231,5231,5469,768878,Clive Barker,Abarat,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440644004l/768878._SY475_.jpg,4.08,20460,"fantasy, fiction",candy quackenbush chickentown minnesota one day finds edge foreign world populated strange creatures life forever changed
5232,5232,5470,35816,Arthur C. Clarke,2061: Odyssey Three,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347907073l/35816.jpg,3.52,17843,"fiction, science",centenarian heywood floyd survivor two encounters mysterious monoliths confronts dave bowman independent hal unseen alien race
5233,5233,5471,84525,"Marshall Goldsmith, Mark Reiter",What Got You Here Won't Get You There: How Successful People Become Even More Successful,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347513827l/84525.jpg,3.94,14545,"business, nonfiction",got get there successful people become even successfulmarshall goldsmith mark reiter
5234,5234,5472,7187395,Richard Paul Evans,The Walk,https://images.gr-assets.com/books/1263465492l/7187395.jpg,4.12,16224,"fiction, christian",would lost everything your job home love life all time happens seattle ad executive alan christoffersen he s tempted darkest thoughts decides take walk heading farthest point map key west florida people encounters along way lessons share him save life
5235,5235,5473,6619499,Claudia Gray,Afterlife,https://images.gr-assets.com/books/1277385646l/6619499.jpg,3.8,23780,"paranormal, fantasy",destiny awaits bianca lucas bianca lucas always believed could endure anything together twist fate transforms bianca wraith also turns lucas vampirethe creature spent life huntingthey left reeling haunted powerful need kill lucas turn one place help evernight academy bianca determined remain him vampire leader evernight waging war wraiths former home become dangerous place could be despite new powers ghostly transformation given her battle wraiths vampires looms bianca lucas face terrifying new reality they ve overcome every obstacle life thrown them love strong enough survive challenges life
5236,5236,5474,411527,Nick Hornby,Slam,https://images.gr-assets.com/books/1327963062l/411527.jpg,3.27,17393,"fiction, contemporary",slamnick hornby
5237,5237,5475,9943270,Robin LaFevers,"Dark Triumph (His Fair Assassin, #2)",https://images.gr-assets.com/books/1346852168l/9943270.jpg,4.15,28133,"fantasy, romance",dark triumph his fair assassin 2 robin lafevers
5238,5238,5476,18263725,Kwame Alexander,The Crossover,https://images.gr-assets.com/books/1390427593l/18263725.jpg,4.22,21249,"poetry, sports",middle grade novel verse follows experiences twin basketball stars josh jordan struggle challenges court father ignores declining health 20 000 first printing
5239,5239,5477,1464757,Andrea Hirata,Edensor,https://images.gr-assets.com/books/1489733485l/1464757.jpg,4.06,11719,"fiction, romance",novel ketiga dari tetralogi laskar pelangi ini bercerita tentang petualangan ikal dan arai di eropa setelah berhasil memperoleh beasiswa ke prancis ikal dan arai mengalami banyak kejadian yang orang biasa sebut sebagai kejutan budaya banyak kebiasaan dan peradaban eropa yang berlainan sama sekali dengan peradaban yang selama ini mereka pahami sebagai orang indonesia khususnya melayu di dalam buku ini juga ikal dan arai kembali menuai karma akibat kenakalan kenalan yang pernah mereka lakukan semasa kecil dan remaja dulu pembaca akan dibawa ke dalam petualangan mereka menyusuri eropa dengan berbagai pengalaman yang mencengangkan mencekam membuat terbahak sekaligus berurai air mata aku ingin mendaki puncak tantangan menerjang batu granit kesulitan menggoda mara bahaya dan memecahkan misteri dengan sains aku ingin menghirup berupa rupa pengalaman lalu terjun bebas menyelami labirin lika liku hidup yang ujungnya tak dapat disangka aku mendamba kehidupan dengan kemungkinan kemungkinan yang bereaksi satu sama lain seperti benturan molekul uranium meletup tak terduga duga menyerap mengikat mengganda berkembang terurai dan berpencar ke arah yang mengejutkan aku ingin ke tempat tempat yang jauh menjumpai beragam bahasa dan orang orang asing aku ingin berkelana menemukan arahku dengan membaca bintang gemintang aku ingin mengarungi padang dan gurun gurun ingin melepuh terbakar matahari limbung dihantam angin dan menciut dicengkeram dingin aku ingin kehidupan yang menggetarkan penuh dengan penaklukan aku ingin hidup ingin merasakan sari pati hidup novel ini kian meneguhkan kehadiran tetralogi laskar pelangi sebagai karya unggul yang pasti disukai pembaca ahmad tohari sastrawan andrea hirata membuatku mabuk kepayang linda christanty cerpenis berpotensi memberikan letupan inspirasi bagi pembacanya tabloid wanita indonesia bentang motivasi inspirasi novel indonesia
5240,5240,5478,139087,Alan Hollinghurst,The Line of Beauty,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1172099924l/139087._SX318_.jpg,3.7,15844,"fiction, contemporary",moving attic room notting hill home wealthy politically connected fedden family 1983 twenty year old nick guest becomes caught rising fortunes glamorous family finds life forever altered association boom years 1980s author swimming pool library reprint
5241,5241,5479,9792287,Susanna Kearsley,The Rose Garden,https://images.gr-assets.com/books/1327951839l/9792287.jpg,4.01,18553,"romance, fiction",rose gardensusanna kearsley
5242,5242,5481,93795,Daniel Silva,The English Assassin,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559334947l/93795.jpg,4.12,16810,"thriller, fiction",sent zurich switzerland restore painting owned reclusive millionaire banker art expert sometime israeli agent gabriel allon discovers would be employer murdered finds back espionage game tangling rogue assassin trained reprint
5243,5243,5482,24475,Chuck Klosterman,Chuck Klosterman IV: A Decade of Curious People and Dangerous Ideas,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388448967l/24475.jpg,3.85,13892,"nonfiction, music",coming breakthrough success sex drugs cocoa puffs killing live bestselling pop culture guru chuck klosterman assembles best work previously unavailable book formincluding ground breaking 1996 piece chicken mcnuggets experiment uncensored profile britney spears previously unpublished short storyall recontextualized chucks unique voice new intros outros segues masterful footnotes chuck klosterman iv consists three parts things trueprofiles trend stories britney spears radiohead billy joel metallica val kilmer bono wilco white stripes steve nash morrissey robert plantall new introductions footnotes things might trueopinions theories everything monogamy pirates robots super people guilt of course advancementall new hypothetical questions footnotes something isnt true allthis old fiction theres new introduction footnotes well theres footnote introduction none story
5244,5244,5483,48019,Peter F. Drucker,The Effective Executive: The Definitive Guide to Getting the Right Things Done (Harperbusiness Essentials),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431792111l/48019._SY475_.jpg,4.11,16326,"business, nonfiction",makes effective executive measure executive peter f drucker reminds us ability get right things done usually involves people overlooked well avoiding unproductive intelligence imagination knowledge may wasted executive job without acquired habits mind mold results drucker identifies five practices essential business effectiveness can must learned managing time choosing contribute organization knowing mobilize strength best effect setting right priorities knitting together effective decision making ranging widely annals business government peter f drucker demonstrates distinctive skill executive offers fresh insights old seemingly obvious business situations
5245,5245,5484,23093359,"Kieron Gillen, Jamie McKelvie, Matt Wilson, Clayton Cowles","The Wicked + The Divine, Vol. 1: The Faust Act",https://images.gr-assets.com/books/1415565992l/23093359.jpg,3.9,25138,"comics, fantasy",every ninety years twelve gods incarnated humans enjoy limited two year lifespan time appearing pop stars college student laura finds midst one gods set murder
